"Year","Sex","AgeGroup","Cancer","Diagnoses"
2007,2,14,"Lymphoma",28
2007,2,15,"Lymphoma",35
2007,2,16,"Lymphoma",39
2007,2,17,"Lymphoma",41
2007,2,18,"Lymphoma",29
2008,1,2,"Lymphoma",6
2008,1,3,"Lymphoma",19
2008,1,5,"Lymphoma",10
2008,1,6,"Lymphoma",6
2008,1,8,"Lymphoma",20
2008,1,9,"Lymphoma",10
2008,1,10,"Lymphoma",3
2008,1,11,"Lymphoma",9
2008,1,12,"Lymphoma",31
2008,1,13,"Lymphoma",44
2008,1,14,"Lymphoma",45
2008,1,15,"Lymphoma",27
2008,1,16,"Lymphoma",46
2008,1,17,"Lymphoma",39
2008,1,18,"Lymphoma",29
2008,2,2,"Lymphoma",20
2008,2,3,"Lymphoma",10
2008,2,4,"Lymphoma",21
2008,2,5,"Lymphoma",4
2008,2,7,"Lymphoma",22
2008,2,9,"Lymphoma",6
2008,2,10,"Lymphoma",16
2008,2,11,"Lymphoma",3
2008,2,12,"Lymphoma",22
2008,2,13,"Lymphoma",36
2008,2,14,"Lymphoma",39
2008,2,15,"Lymphoma",11
2008,2,16,"Lymphoma",8
2008,2,17,"Lymphoma",18
2008,2,18,"Lymphoma",5
2009,1,1,"Lymphoma",13
2009,1,2,"Lymphoma",19
2009,1,4,"Lymphoma",20
2009,1,5,"Lymphoma",5
2009,1,6,"Lymphoma",17
2009,1,7,"Lymphoma",9
2009,1,8,"Lymphoma",10
2009,1,9,"Lymphoma",14
2009,1,10,"Lymphoma",13
2009,1,11,"Lymphoma",22
2009,1,12,"Lymphoma",12
2009,1,13,"Lymphoma",45
2009,1,14,"Lymphoma",35
2009,1,15,"Lymphoma",18
2009,1,16,"Lymphoma",29
2009,1,17,"Lymphoma",47
2009,1,18,"Lymphoma",13
2009,2,1,"Lymphoma",15
2009,2,4,"Lymphoma",1
2009,2,5,"Lymphoma",20
2009,2,9,"Lymphoma",8
2009,2,10,"Lymphoma",1
2009,2,11,"Lymphoma",36
2009,2,12,"Lymphoma",11
2009,2,13,"Lymphoma",20
2009,2,14,"Lymphoma",22
2009,2,15,"Lymphoma",27
2009,2,16,"Lymphoma",25
2009,2,17,"Lymphoma",41
2009,2,18,"Lymphoma",8
2010,1,4,"Lymphoma",8
2010,1,5,"Lymphoma",22
2010,1,6,"Lymphoma",23
2010,1,7,"Lymphoma",11
2010,1,8,"Lymphoma",25
2010,1,9,"Lymphoma",28
2010,1,10,"Lymphoma",37
2010,1,11,"Lymphoma",16
2010,1,12,"Lymphoma",36
2010,1,13,"Lymphoma",27
2010,1,14,"Lymphoma",72
2010,1,15,"Lymphoma",31
2010,1,16,"Lymphoma",36
2010,1,17,"Lymphoma",37
2010,1,18,"Lymphoma",20
2010,2,5,"Lymphoma",25
2010,2,6,"Lymphoma",5
2010,2,7,"Lymphoma",13
2010,2,8,"Lymphoma",8
2010,2,9,"Lymphoma",9
2010,2,10,"Lymphoma",29
2010,2,11,"Lymphoma",7
2010,2,12,"Lymphoma",19
2010,2,13,"Lymphoma",41
2010,2,14,"Lymphoma",33
2010,2,15,"Lymphoma",20
2010,2,16,"Lymphoma",46
2010,2,17,"Lymphoma",43
2010,2,18,"Lymphoma",40
2011,1,1,"Lymphoma",10
2011,1,4,"Lymphoma",1
2011,1,7,"Lymphoma",22
2011,1,8,"Lymphoma",12
2011,1,9,"Lymphoma",2
2011,1,10,"Lymphoma",11
2011,1,11,"Lymphoma",30
2011,1,12,"Lymphoma",14
2011,1,13,"Lymphoma",41
2011,1,14,"Lymphoma",48
2011,1,15,"Lymphoma",57
2011,1,16,"Lymphoma",22
2011,1,17,"Lymphoma",31
2011,1,18,"Lymphoma",26
2011,2,1,"Lymphoma",13
2011,2,2,"Lymphoma",11
2011,2,5,"Lymphoma",1
2011,2,6,"Lymphoma",10
2011,2,8,"Lymphoma",21
2011,2,9,"Lymphoma",7
2011,2,10,"Lymphoma",7
2011,2,11,"Lymphoma",26
2011,2,12,"Lymphoma",16
2011,2,13,"Lymphoma",40
2011,2,14,"Lymphoma",41
2011,2,15,"Lymphoma",26
2011,2,16,"Lymphoma",54
2011,2,17,"Lymphoma",30
2011,2,18,"Lymphoma",24
2012,1,1,"Lymphoma",8
2012,1,5,"Lymphoma",2
2012,1,6,"Lymphoma",3
2012,1,9,"Lymphoma",19
2012,1,10,"Lymphoma",28
2012,1,11,"Lymphoma",18
2012,1,12,"Lymphoma",19
2012,1,13,"Lymphoma",66
2012,1,14,"Lymphoma",57
2012,1,15,"Lymphoma",49
2012,1,16,"Lymphoma",42
2012,1,17,"Lymphoma",45
2012,1,18,"Lymphoma",16
2012,2,2,"Lymphoma",17
2012,2,3,"Lymphoma",12
2012,2,5,"Lymphoma",20
2012,2,7,"Lymphoma",10
2012,2,9,"Lymphoma",17
2012,2,10,"Lymphoma",29
2012,2,11,"Lymphoma",1
2012,2,12,"Lymphoma",45
2012,2,13,"Lymphoma",25
2012,2,14,"Lymphoma",26
2012,2,15,"Lymphoma",37
2012,2,16,"Lymphoma",57
2012,2,17,"Lymphoma",24
2012,2,18,"Lymphoma",30
2013,1,1,"Lymphoma",6
2013,1,3,"Lymphoma",11
2013,1,4,"Lymphoma",13
2013,1,5,"Lymphoma",14
2013,1,6,"Lymphoma",13
2013,1,9,"Lymphoma",16
2013,1,10,"Lymphoma",5
2013,1,11,"Lymphoma",33
2013,1,12,"Lymphoma",35
2013,1,13,"Lymphoma",31
2013,1,14,"Lymphoma",51
2013,1,15,"Lymphoma",79
2013,1,16,"Lymphoma",38
2013,1,17,"Lymphoma",39
2013,1,18,"Lymphoma",19
2013,2,2,"Lymphoma",20
2013,2,5,"Lymphoma",23
2013,2,6,"Lymphoma",10
2013,2,7,"Lymphoma",19
2013,2,8,"Lymphoma",1
2013,2,9,"Lymphoma",19
2013,2,10,"Lymphoma",33
2013,2,11,"Lymphoma",23
2013,2,12,"Lymphoma",14
2013,2,13,"Lymphoma",22
2013,2,14,"Lymphoma",48
2013,2,15,"Lymphoma",29
2013,2,16,"Lymphoma",31
2013,2,17,"Lymphoma",46
2013,2,18,"Lymphoma",42
2014,1,1,"Lymphoma",2
2014,1,3,"Lymphoma",18
2014,1,4,"Lymphoma",17
2014,1,5,"Lymphoma",8
2014,1,7,"Lymphoma",20
2014,1,8,"Lymphoma",32
2014,1,9,"Lymphoma",17
2014,1,10,"Lymphoma",39
2014,1,11,"Lymphoma",20
2014,1,12,"Lymphoma",34
2014,1,13,"Lymphoma",66
2014,1,14,"Lymphoma",67
2014,1,15,"Lymphoma",56
2014,1,16,"Lymphoma",57
2014,1,17,"Lymphoma",18
2014,1,18,"Lymphoma",26
2014,2,1,"Lymphoma",5
2014,2,4,"Lymphoma",3
2014,2,6,"Lymphoma",9
2014,2,7,"Lymphoma",2
2014,2,9,"Lymphoma",26
2014,2,10,"Lymphoma",31
2014,2,11,"Lymphoma",32
2014,2,12,"Lymphoma",45
2014,2,13,"Lymphoma",30
2014,2,14,"Lymphoma",27
2014,2,15,"Lymphoma",46
2014,2,16,"Lymphoma",43
2014,2,17,"Lymphoma",34
2014,2,18,"Lymphoma",50
2015,1,1,"Lymphoma",13
2015,1,3,"Lymphoma",20
2015,1,6,"Lymphoma",13
2015,1,7,"Lymphoma",30
2015,1,8,"Lymphoma",16
2015,1,9,"Lymphoma",20
2015,1,10,"Lymphoma",7
2015,1,11,"Lymphoma",41
2015,1,12,"Lymphoma",47
2015,1,13,"Lymphoma",38
2015,1,14,"Lymphoma",44
2015,1,15,"Lymphoma",55
2015,1,16,"Lymphoma",46
2015,1,17,"Lymphoma",46
2015,1,18,"Lymphoma",39
2015,2,1,"Lymphoma",2
2015,2,2,"Lymphoma",21
2015,2,3,"Lymphoma",3
2015,2,4,"Lymphoma",24
2015,2,6,"Lymphoma",6
2015,2,7,"Lymphoma",5
2015,2,8,"Lymphoma",25
2015,2,9,"Lymphoma",4
2015,2,11,"Lymphoma",19
2015,2,12,"Lymphoma",31
2015,2,13,"Lymphoma",23
2015,2,14,"Lymphoma",28
2015,2,15,"Lymphoma",33
2015,2,16,"Lymphoma",29
2015,2,17,"Lymphoma",24
2015,2,18,"Lymphoma",49
2016,1,2,"Lymphoma",5
2016,1,5,"Lymphoma",3
2016,1,7,"Lymphoma",5
2016,1,8,"Lymphoma",29
2016,1,9,"Lymphoma",17
2016,1,10,"Lymphoma",39
2016,1,11,"Lymphoma",13
2016,1,12,"Lymphoma",31
2016,1,13,"Lymphoma",58
2016,1,14,"Lymphoma",57
2016,1,15,"Lymphoma",72
2016,1,16,"Lymphoma",83
2016,1,17,"Lymphoma",42
2016,1,18,"Lymphoma",26
2016,2,1,"Lymphoma",18
2016,2,2,"Lymphoma",7
2016,2,7,"Lymphoma",19
2016,2,8,"Lymphoma",27
2016,2,9,"Lymphoma",1
2016,2,10,"Lymphoma",2
2016,2,11,"Lymphoma",6
2016,2,12,"Lymphoma",54
2016,2,13,"Lymphoma",24
2016,2,14,"Lymphoma",55
2016,2,15,"Lymphoma",64
2016,2,16,"Lymphoma",50
2016,2,17,"Lymphoma",7
2016,2,18,"Lymphoma",56
2017,1,1,"Lymphoma",7
2017,1,2,"Lymphoma",19
2017,1,4,"Lymphoma",3
2017,1,5,"Lymphoma",29
2017,1,6,"Lymphoma",5
2017,1,7,"Lymphoma",8
2017,1,8,"Lymphoma",30
2017,1,9,"Lymphoma",13
2017,1,10,"Lymphoma",11
2017,1,11,"Lymphoma",41
2017,1,12,"Lymphoma",37
2017,1,13,"Lymphoma",48
2017,1,14,"Lymphoma",71
2017,1,15,"Lymphoma",72
2017,1,16,"Lymphoma",46
2017,1,17,"Lymphoma",29
2017,1,18,"Lymphoma",38
2017,2,3,"Lymphoma",13
2017,2,4,"Lymphoma",20
2017,2,5,"Lymphoma",9
2017,2,6,"Lymphoma",15
2017,2,8,"Lymphoma",9
2017,2,9,"Lymphoma",28
2017,2,10,"Lymphoma",3
2017,2,11,"Lymphoma",44
2017,2,12,"Lymphoma",25
2017,2,13,"Lymphoma",17
2017,2,14,"Lymphoma",31
2017,2,15,"Lymphoma",65
2017,2,16,"Lymphoma",44
2017,2,17,"Lymphoma",32
2017,2,18,"Lymphoma",15
2018,1,1,"Lymphoma",8
2018,1,3,"Lymphoma",15
2018,1,4,"Lymphoma",23
2018,1,5,"Lymphoma",19
2018,1,6,"Lymphoma",25
2018,1,7,"Lymphoma",23
2018,1,8,"Lymphoma",33
2018,1,9,"Lymphoma",29
2018,1,10,"Lymphoma",40
2018,1,11,"Lymphoma",31
2018,1,12,"Lymphoma",41
2018,1,13,"Lymphoma",56
2018,1,14,"Lymphoma",79
2018,1,15,"Lymphoma",71
2018,1,16,"Lymphoma",52
2018,1,17,"Lymphoma",62
2018,1,18,"Lymphoma",34
2018,2,1,"Lymphoma",8
2018,2,4,"Lymphoma",20
2018,2,5,"Lymphoma",26
2018,2,6,"Lymphoma",11
2018,2,7,"Lymphoma",14
2018,2,9,"Lymphoma",4
2018,2,10,"Lymphoma",27
2018,2,11,"Lymphoma",8
2018,2,12,"Lymphoma",29
2018,2,13,"Lymphoma",42
2018,2,14,"Lymphoma",53
2018,2,15,"Lymphoma",41
2018,2,16,"Lymphoma",54
2018,2,17,"Lymphoma",41
2018,2,18,"Lymphoma",48
2019,1,2,"Lymphoma",9
2019,1,3,"Lymphoma",22
2019,1,4,"Lymphoma",23
2019,1,5,"Lymphoma",14
2019,1,6,"Lymphoma",7
2019,1,7,"Lymphoma",13
2019,1,8,"Lymphoma",11
2019,1,9,"Lymphoma",1
2019,1,10,"Lymphoma",25
2019,1,11,"Lymphoma",23
2019,1,12,"Lymphoma",33
2019,1,13,"Lymphoma",53
2019,1,14,"Lymphoma",60
2019,1,15,"Lymphoma",101
2019,1,16,"Lymphoma",91
2019,1,17,"Lymphoma",65
2019,1,18,"Lymphoma",34
2019,2,3,"Lymphoma",1
2019,2,4,"Lymphoma",10
2019,2,5,"Lymphoma",3
2019,2,7,"Lymphoma",10
2019,2,10,"Lymphoma",29
2019,2,11,"Lymphoma",1
2019,2,12,"Lymphoma",31
2019,2,13,"Lymphoma",42
2019,2,14,"Lymphoma",28
2019,2,15,"Lymphoma",68
2019,2,16,"Lymphoma",58
2019,2,17,"Lymphoma",35
2019,2,18,"Lymphoma",69
2020,1,1,"Lymphoma",4
2020,1,5,"Lymphoma",3
2020,1,7,"Lymphoma",13
2020,1,9,"Lymphoma",11
2020,1,10,"Lymphoma",34
2020,1,11,"Lymphoma",33
2020,1,12,"Lymphoma",44
2020,1,13,"Lymphoma",61
2020,1,14,"Lymphoma",51
2020,1,15,"Lymphoma",94
2020,1,16,"Lymphoma",87
2020,1,17,"Lymphoma",75
2020,1,18,"Lymphoma",45
2020,2,2,"Lymphoma",2
2020,2,3,"Lymphoma",21
2020,2,4,"Lymphoma",11
2020,2,6,"Lymphoma",22
2020,2,7,"Lymphoma",22
2020,2,8,"Lymphoma",5
2020,2,10,"Lymphoma",15
2020,2,11,"Lymphoma",18
2020,2,12,"Lymphoma",51
2020,2,13,"Lymphoma",52
2020,2,14,"Lymphoma",39
2020,2,15,"Lymphoma",91
2020,2,16,"Lymphoma",66
2020,2,17,"Lymphoma",49
2020,2,18,"Lymphoma",45
2021,1,1,"Lymphoma",13
2021,1,2,"Lymphoma",11
2021,1,3,"Lymphoma",2
2021,1,5,"Lymphoma",5
2021,1,6,"Lymphoma",20
2021,1,7,"Lymphoma",9
2021,1,8,"Lymphoma",29
2021,1,9,"Lymphoma",10
2021,1,10,"Lymphoma",14
2021,1,11,"Lymphoma",48
2021,1,12,"Lymphoma",37
2021,1,13,"Lymphoma",63
2021,1,14,"Lymphoma",70
2021,1,15,"Lymphoma",84
2021,1,16,"Lymphoma",63
2021,1,17,"Lymphoma",53
2021,1,18,"Lymphoma",65
2021,2,1,"Lymphoma",9
2021,2,3,"Lymphoma",11
2021,2,5,"Lymphoma",2
2021,2,6,"Lymphoma",21
2021,2,7,"Lymphoma",11
2021,2,9,"Lymphoma",3
2021,2,10,"Lymphoma",25
2021,2,11,"Lymphoma",32
2021,2,12,"Lymphoma",34
2021,2,13,"Lymphoma",35
2021,2,14,"Lymphoma",64
2021,2,15,"Lymphoma",64
2021,2,16,"Lymphoma",47
2021,2,17,"Lymphoma",60
2021,2,18,"Lymphoma",56
2022,1,2,"Lymphoma",10
2022,1,3,"Lymphoma",20
2022,1,4,"Lymphoma",19
2022,1,5,"Lymphoma",19
2022,1,6,"Lymphoma",22
2022,1,7,"Lymphoma",2
2022,1,8,"Lymphoma",31
2022,1,9,"Lymphoma",23
2022,1,10,"Lymphoma",15
2022,1,11,"Lymphoma",34
2022,1,12,"Lymphoma",36
2022,1,13,"Lymphoma",87
2022,1,14,"Lymphoma",90
2022,1,15,"Lymphoma",101
2022,1,16,"Lymphoma",115
2022,1,17,"Lymphoma",38
2022,1,18,"Lymphoma",71
2022,2,1,"Lymphoma",12
2022,2,2,"Lymphoma",13
2022,2,3,"Lymphoma",23
2022,2,4,"Lymphoma",15
2022,2,5,"Lymphoma",8
2022,2,6,"Lymphoma",3
2022,2,7,"Lymphoma",6
2022,2,8,"Lymphoma",22
2022,2,9,"Lymphoma",25
2022,2,10,"Lymphoma",20
2022,2,11,"Lymphoma",40
2022,2,12,"Lymphoma",16
2022,2,13,"Lymphoma",30
2022,2,14,"Lymphoma",45
2022,2,15,"Lymphoma",54
2022,2,16,"Lymphoma",56
2022,2,17,"Lymphoma",32
2022,2,18,"Lymphoma",51
2005,1,7,"Leukaemia",17
2005,1,9,"Leukaemia",22
2005,1,10,"Leukaemia",1
2005,1,11,"Leukaemia",16
2005,1,12,"Leukaemia",20
2005,1,13,"Leukaemia",41
2005,1,14,"Leukaemia",14
2005,1,15,"Leukaemia",35
2005,1,16,"Leukaemia",16
2005,1,17,"Leukaemia",17
2005,1,18,"Leukaemia",33
2005,2,3,"Leukaemia",13
2005,2,4,"Leukaemia",14
2005,2,5,"Leukaemia",19
2005,2,6,"Leukaemia",7
2005,2,7,"Leukaemia",3
2005,2,10,"Leukaemia",27
2005,2,12,"Leukaemia",4
2005,2,13,"Leukaemia",23
2005,2,14,"Leukaemia",29
2005,2,17,"Leukaemia",31
2005,2,18,"Leukaemia",10
2006,1,1,"Leukaemia",5
2006,1,2,"Leukaemia",6
2006,1,3,"Leukaemia",20
2006,1,4,"Leukaemia",20
2006,1,5,"Leukaemia",13
2006,1,6,"Leukaemia",6
2006,1,7,"Leukaemia",10
2006,1,10,"Leukaemia",23
2006,1,11,"Leukaemia",15
2006,1,12,"Leukaemia",41
2006,1,13,"Leukaemia",39
2006,1,14,"Leukaemia",48
2006,1,15,"Leukaemia",26
2006,1,16,"Leukaemia",40
2006,1,17,"Leukaemia",42
2006,1,18,"Leukaemia",13
2006,2,3,"Leukaemia",8
2006,2,4,"Leukaemia",17
2006,2,5,"Leukaemia",15
2006,2,6,"Leukaemia",5
2006,2,7,"Leukaemia",16
2006,2,8,"Leukaemia",4
2006,2,9,"Leukaemia",24
2006,2,10,"Leukaemia",23
2006,2,11,"Leukaemia",2
2006,2,13,"Leukaemia",1
2006,2,14,"Leukaemia",29
2006,2,15,"Leukaemia",18
2006,2,16,"Leukaemia",24
2006,2,17,"Leukaemia",11
2006,2,18,"Leukaemia",4
2007,1,1,"Leukaemia",2
2007,1,4,"Leukaemia",16
2007,1,5,"Leukaemia",3
2007,1,9,"Leukaemia",18
2007,1,10,"Leukaemia",2
2007,1,11,"Leukaemia",6
2007,1,12,"Leukaemia",22
2007,1,13,"Leukaemia",38
2007,1,14,"Leukaemia",41
2007,1,15,"Leukaemia",24
2007,1,16,"Leukaemia",50
2007,1,17,"Leukaemia",8
2007,2,1,"Leukaemia",1
2007,2,4,"Leukaemia",18
2007,2,5,"Leukaemia",13
2007,2,6,"Leukaemia",12
2007,2,8,"Leukaemia",10
2007,2,9,"Leukaemia",26
2007,2,10,"Leukaemia",14
2007,2,11,"Leukaemia",20
2007,2,12,"Leukaemia",35
2007,2,13,"Leukaemia",27
2007,2,14,"Leukaemia",14
2007,2,15,"Leukaemia",8
2007,2,16,"Leukaemia",29
2007,2,17,"Leukaemia",23
2007,2,18,"Leukaemia",8
2008,1,1,"Leukaemia",24
2008,1,2,"Leukaemia",21
2008,1,3,"Leukaemia",14
2008,1,4,"Leukaemia",1
2008,1,5,"Leukaemia",12
2008,1,8,"Leukaemia",12
2008,1,9,"Leukaemia",1
2008,1,11,"Leukaemia",3
2008,1,12,"Leukaemia",18
2008,1,13,"Leukaemia",25
2008,1,14,"Leukaemia",66
2008,1,15,"Leukaemia",50
2008,1,16,"Leukaemia",53
2008,1,17,"Leukaemia",53
2008,1,18,"Leukaemia",12
2008,2,2,"Leukaemia",21
2008,2,3,"Leukaemia",3
2008,2,5,"Leukaemia",20
2008,2,6,"Leukaemia",9
2008,2,7,"Leukaemia",4
2008,2,8,"Leukaemia",19
2008,2,9,"Leukaemia",6
2008,2,10,"Leukaemia",15
2008,2,11,"Leukaemia",21
2008,2,12,"Leukaemia",2
2008,2,13,"Leukaemia",34
2008,2,14,"Leukaemia",19
2008,2,15,"Leukaemia",7
2008,2,16,"Leukaemia",28
2008,2,17,"Leukaemia",11
2008,2,18,"Leukaemia",40
2009,1,1,"Leukaemia",13
2009,1,2,"Leukaemia",13
2009,1,3,"Leukaemia",20
2009,1,9,"Leukaemia",10
2009,1,11,"Leukaemia",41
2009,1,12,"Leukaemia",29
2009,1,13,"Leukaemia",37
2009,1,14,"Leukaemia",27
2009,1,15,"Leukaemia",48
2009,1,16,"Leukaemia",35
2009,1,17,"Leukaemia",17
2009,1,18,"Leukaemia",24
2009,2,2,"Leukaemia",21
2009,2,4,"Leukaemia",9
2009,2,5,"Leukaemia",5
2009,2,6,"Leukaemia",23
2009,2,8,"Leukaemia",14
2009,2,10,"Leukaemia",8
2009,2,11,"Leukaemia",17
2009,2,12,"Leukaemia",26
2009,2,13,"Leukaemia",27
2009,2,14,"Leukaemia",15
2009,2,15,"Leukaemia",12
2009,2,16,"Leukaemia",31
2009,2,17,"Leukaemia",28
2009,2,18,"Leukaemia",34
2010,1,2,"Leukaemia",22
2010,1,3,"Leukaemia",16
2010,1,4,"Leukaemia",9
2010,1,6,"Leukaemia",19
2010,1,7,"Leukaemia",13
2010,1,8,"Leukaemia",11
2010,1,9,"Leukaemia",2
2010,1,10,"Leukaemia",28
2010,1,11,"Leukaemia",1
2010,1,12,"Leukaemia",33
2010,1,13,"Leukaemia",29
2010,1,14,"Leukaemia",55
2010,1,15,"Leukaemia",62
2010,1,16,"Leukaemia",20
2010,1,17,"Leukaemia",31
2010,1,18,"Leukaemia",39
2010,2,1,"Leukaemia",8
2010,2,4,"Leukaemia",3
2010,2,6,"Leukaemia",6
2010,2,11,"Leukaemia",11
2010,2,13,"Leukaemia",27
2010,2,15,"Leukaemia",18
2010,2,16,"Leukaemia",19
2010,2,17,"Leukaemia",45
2010,2,18,"Leukaemia",34
2011,1,1,"Leukaemia",17
2011,1,4,"Leukaemia",10
2011,1,5,"Leukaemia",21
2011,1,7,"Leukaemia",1
2011,1,8,"Leukaemia",17
2011,1,9,"Leukaemia",3
2011,1,10,"Leukaemia",34
2011,1,11,"Leukaemia",16
2011,1,12,"Leukaemia",31
2011,1,13,"Leukaemia",42
2011,1,14,"Leukaemia",46
2011,1,15,"Leukaemia",46
2011,1,16,"Leukaemia",45
2011,1,17,"Leukaemia",52
2011,1,18,"Leukaemia",29
2011,2,1,"Leukaemia",18
2011,2,3,"Leukaemia",2
2011,2,4,"Leukaemia",14
2011,2,6,"Leukaemia",2
2011,2,9,"Leukaemia",2
2011,2,11,"Leukaemia",18
2011,2,12,"Leukaemia",23
2011,2,13,"Leukaemia",13
2011,2,14,"Leukaemia",38
2011,2,15,"Leukaemia",31
2011,2,16,"Leukaemia",40
2011,2,17,"Leukaemia",40
2011,2,18,"Leukaemia",30
2012,1,2,"Leukaemia",16
2012,1,3,"Leukaemia",15
2012,1,4,"Leukaemia",2
2012,1,5,"Leukaemia",2
2012,1,6,"Leukaemia",14
2012,1,7,"Leukaemia",11
2012,1,10,"Leukaemia",2
2012,1,11,"Leukaemia",13
2012,1,12,"Leukaemia",45
2012,1,13,"Leukaemia",34
2012,1,14,"Leukaemia",39
2012,1,15,"Leukaemia",59
2012,1,16,"Leukaemia",50
2012,1,17,"Leukaemia",25
2012,1,18,"Leukaemia",17
2012,2,1,"Leukaemia",5
2012,2,2,"Leukaemia",15
2012,2,3,"Leukaemia",3
2012,2,4,"Leukaemia",9
2012,2,5,"Leukaemia",17
2012,2,6,"Leukaemia",5
2012,2,7,"Leukaemia",6
2012,2,8,"Leukaemia",9
2012,2,9,"Leukaemia",8
2012,2,10,"Leukaemia",19
2012,2,11,"Leukaemia",19
2012,2,12,"Leukaemia",33
2012,2,13,"Leukaemia",27
2012,2,14,"Leukaemia",8
2012,2,15,"Leukaemia",13
2012,2,16,"Leukaemia",40
2012,2,17,"Leukaemia",32
2012,2,18,"Leukaemia",41
2013,1,2,"Leukaemia",10
2013,1,4,"Leukaemia",6
2013,1,6,"Leukaemia",3
2013,1,7,"Leukaemia",12
2013,1,8,"Leukaemia",17
2013,1,10,"Leukaemia",23
2013,1,11,"Leukaemia",8
2013,1,12,"Leukaemia",31
2013,1,13,"Leukaemia",39
2013,1,14,"Leukaemia",28
2013,1,15,"Leukaemia",23
2013,1,16,"Leukaemia",21
2013,1,17,"Leukaemia",12
2013,1,18,"Leukaemia",7
2013,2,2,"Leukaemia",3
2013,2,3,"Leukaemia",8
2013,2,6,"Leukaemia",8
2013,2,7,"Leukaemia",5
2013,2,9,"Leukaemia",17
2013,2,10,"Leukaemia",13
2013,2,11,"Leukaemia",2
2013,2,12,"Leukaemia",29
2013,2,13,"Leukaemia",35
2013,2,14,"Leukaemia",37
2013,2,15,"Leukaemia",16
2013,2,16,"Leukaemia",29
2013,2,17,"Leukaemia",7
2013,2,18,"Leukaemia",35
2014,1,1,"Leukaemia",20
2014,1,4,"Leukaemia",1
2014,1,5,"Leukaemia",14
2014,1,7,"Leukaemia",11
2014,1,10,"Leukaemia",5
2014,1,11,"Leukaemia",30
2014,1,12,"Leukaemia",11
2014,1,13,"Leukaemia",40
2014,1,14,"Leukaemia",39
2014,1,15,"Leukaemia",44
2014,1,16,"Leukaemia",32
2014,1,17,"Leukaemia",29
2014,1,18,"Leukaemia",22
2014,2,1,"Leukaemia",4
2014,2,2,"Leukaemia",21
2014,2,5,"Leukaemia",9
2014,2,7,"Leukaemia",20
2014,2,10,"Leukaemia",12
2014,2,12,"Leukaemia",5
2014,2,13,"Leukaemia",8
2014,2,14,"Leukaemia",20
2014,2,15,"Leukaemia",23
2014,2,16,"Leukaemia",18
2014,2,17,"Leukaemia",27
2014,2,18,"Leukaemia",46
2015,1,1,"Leukaemia",13
2015,1,5,"Leukaemia",15
2015,1,6,"Leukaemia",12
2015,1,8,"Leukaemia",5
2015,1,10,"Leukaemia",8
2015,1,11,"Leukaemia",17
2015,1,12,"Leukaemia",27
2015,1,13,"Leukaemia",30
2015,1,14,"Leukaemia",48
2015,1,15,"Leukaemia",72
2015,1,16,"Leukaemia",63
2015,1,17,"Leukaemia",31
2015,1,18,"Leukaemia",22
2015,2,1,"Leukaemia",4
2015,2,2,"Leukaemia",1
2015,2,3,"Leukaemia",12
2015,2,6,"Leukaemia",13
2015,2,7,"Leukaemia",18
2015,2,8,"Leukaemia",5
2015,2,10,"Leukaemia",7
2015,2,12,"Leukaemia",5
2015,2,13,"Leukaemia",35
2015,2,14,"Leukaemia",43
2015,2,15,"Leukaemia",15
2015,2,16,"Leukaemia",8
2015,2,17,"Leukaemia",36
2015,2,18,"Leukaemia",30
2016,1,1,"Leukaemia",15
2016,1,2,"Leukaemia",12
2016,1,3,"Leukaemia",15
2016,1,4,"Leukaemia",19
2016,1,7,"Leukaemia",18
2016,1,9,"Leukaemia",13
2016,1,10,"Leukaemia",4
2016,1,11,"Leukaemia",27
2016,1,12,"Leukaemia",20
2016,1,13,"Leukaemia",25
2016,1,14,"Leukaemia",40
2016,1,15,"Leukaemia",57
2016,1,16,"Leukaemia",29
2016,1,17,"Leukaemia",40
2016,1,18,"Leukaemia",43
2016,2,3,"Leukaemia",8
2016,2,4,"Leukaemia",18
2016,2,5,"Leukaemia",3
2016,2,8,"Leukaemia",13
2016,2,11,"Leukaemia",3
2016,2,12,"Leukaemia",34
2016,2,13,"Leukaemia",23
2016,2,14,"Leukaemia",47
2016,2,15,"Leukaemia",20
2016,2,16,"Leukaemia",24
2016,2,17,"Leukaemia",46
2016,2,18,"Leukaemia",44
2017,1,3,"Leukaemia",15
2017,1,5,"Leukaemia",17
2017,1,7,"Leukaemia",18
2017,1,9,"Leukaemia",20
2017,1,10,"Leukaemia",32
2017,1,11,"Leukaemia",27
2017,1,12,"Leukaemia",22
2017,1,13,"Leukaemia",40
2017,1,14,"Leukaemia",75
2017,1,15,"Leukaemia",74
2017,1,16,"Leukaemia",45
2017,1,17,"Leukaemia",47
2017,1,18,"Leukaemia",29
2017,2,1,"Leukaemia",24
2017,2,3,"Leukaemia",18
2017,2,4,"Leukaemia",12
2017,2,5,"Leukaemia",8
2017,2,7,"Leukaemia",1
2017,2,9,"Leukaemia",6
2017,2,10,"Leukaemia",23
2017,2,11,"Leukaemia",18
2017,2,12,"Leukaemia",30
2017,2,13,"Leukaemia",13
2017,2,14,"Leukaemia",46
2017,2,15,"Leukaemia",14
2017,2,16,"Leukaemia",20
2017,2,17,"Leukaemia",18
2017,2,18,"Leukaemia",34
2018,1,1,"Leukaemia",10
2018,1,2,"Leukaemia",10
2018,1,3,"Leukaemia",15
2018,1,5,"Leukaemia",4
2018,1,8,"Leukaemia",5
