"year","sex","ragegrp","count","Cancer.Type"
2012,"Male",16,359,"Lung cancer"
1996,"Male",13,193,"Lung cancer"
2020,"Male",16,445,"Lung cancer"
2016,"Male",15,391,"Lung cancer"
2012,"Male",17,349,"Lung cancer"
2008,"Male",16,310,"Lung cancer"
2000,"Male",18,238,"Lung cancer"
2016,"Male",16,387,"Lung cancer"
2003,"Male",11,275,"Lung cancer"
2008,"Male",17,322,"Lung cancer"
2013,"Female",14,360,"Lung cancer"
1992,"Male",14,151,"Lung cancer"
2020,"Female",7,443,"Lung cancer"
1983,"Female",13,67,"Lung cancer"
2020,"Female",8,443,"Lung cancer"
2016,"Male",18,397,"Lung cancer"
2008,"Female",7,311,"Lung cancer"
1988,"Male",10,125,"Lung cancer"
2008,"Female",8,320,"Lung cancer"
2020,"Female",10,431,"Lung cancer"
1996,"Male",18,198,"Lung cancer"
1983,"Female",15,56,"Lung cancer"
1992,"Male",17,164,"Lung cancer"
2015,"Male",13,381,"Lung cancer"
2000,"Female",11,243,"Lung cancer"
1996,"Female",7,189,"Lung cancer"
1996,"Female",8,205,"Lung cancer"
2004,"Female",13,285,"Lung cancer"
1983,"Female",17,65,"Lung cancer"
2007,"Male",16,295,"Lung cancer"
1983,"Female",18,57,"Lung cancer"
2004,"Female",14,281,"Lung cancer"
1996,"Female",10,190,"Lung cancer"
2007,"Male",17,299,"Lung cancer"
2008,"Female",13,323,"Lung cancer"
1988,"Male",15,114,"Lung cancer"
1996,"Female",11,196,"Lung cancer"
2000,"Female",14,225,"Lung cancer"
2008,"Female",14,306,"Lung cancer"
2020,"Female",15,434,"Lung cancer"
1984,"Male",9,65,"Lung cancer"
1992,"Female",9,151,"Lung cancer"
2008,"Female",15,323,"Lung cancer"
1996,"Female",13,187,"Lung cancer"
2016,"Female",14,403,"Lung cancer"
2014,"Male",11,379,"Lung cancer"
1984,"Male",11,71,"Lung cancer"
2004,"Female",18,267,"Lung cancer"
2016,"Female",15,405,"Lung cancer"
2000,"Female",17,228,"Lung cancer"
1984,"Male",12,69,"Lung cancer"
1996,"Female",15,185,"Lung cancer"
1992,"Female",13,147,"Lung cancer"
2000,"Female",18,226,"Lung cancer"
1991,"Male",16,148,"Lung cancer"
1984,"Male",13,69,"Lung cancer"
2013,"Male",6,369,"Lung cancer"
1984,"Male",14,75,"Lung cancer"
1990,"Male",9,140,"Lung cancer"
1995,"Female",9,179,"Lung cancer"
2001,"Male",7,242,"Lung cancer"
2005,"Male",10,295,"Lung cancer"
1996,"Female",18,201,"Lung cancer"
1984,"Male",15,78,"Lung cancer"
1992,"Female",16,152,"Lung cancer"
2018,"Male",15,412,"Lung cancer"
2022,"Male",17,447,"Lung cancer"
1988,"Female",12,110,"Lung cancer"
2005,"Male",12,293,"Lung cancer"
2018,"Male",16,418,"Lung cancer"
2022,"Male",18,446,"Lung cancer"
1984,"Male",17,65,"Lung cancer"
2005,"Male",13,282,"Lung cancer"
2019,"Female",14,427,"Lung cancer"
2017,"Male",10,404,"Lung cancer"
1984,"Female",4,68,"Lung cancer"
2005,"Male",14,285,"Lung cancer"
1988,"Female",15,119,"Lung cancer"
2017,"Male",11,395,"Lung cancer"
1984,"Female",8,65,"Lung cancer"
2009,"Male",13,329,"Lung cancer"
1994,"Male",18,169,"Lung cancer"
2021,"Male",14,437,"Lung cancer"
1984,"Female",10,83,"Lung cancer"
2009,"Male",14,335,"Lung cancer"
1995,"Female",16,177,"Lung cancer"
2007,"Female",18,304,"Lung cancer"
2001,"Male",14,249,"Lung cancer"
1987,"Female",8,103,"Lung cancer"
1984,"Female",12,71,"Lung cancer"
2021,"Male",16,449,"Lung cancer"
1997,"Male",13,202,"Lung cancer"
2009,"Male",16,319,"Lung cancer"
1984,"Female",13,83,"Lung cancer"
2021,"Male",17,452,"Lung cancer"
1997,"Male",14,198,"Lung cancer"
2009,"Male",17,324,"Lung cancer"
1984,"Female",14,77,"Lung cancer"
2021,"Male",18,454,"Lung cancer"
1997,"Male",15,207,"Lung cancer"
2016,"Male",9,393,"Lung cancer"
2013,"Male",18,370,"Lung cancer"
1997,"Male",16,198,"Lung cancer"
2021,"Female",7,450,"Lung cancer"
2016,"Male",10,390,"Lung cancer"
2009,"Female",7,316,"Lung cancer"
2021,"Female",8,452,"Lung cancer"
2013,"Female",8,361,"Lung cancer"
2009,"Female",9,326,"Lung cancer"
1993,"Male",16,167,"Lung cancer"
1997,"Male",18,214,"Lung cancer"
2013,"Female",9,359,"Lung cancer"
1998,"Female",17,215,"Lung cancer"
2021,"Female",10,453,"Lung cancer"
2001,"Female",10,241,"Lung cancer"
2009,"Female",11,321,"Lung cancer"
1993,"Male",18,167,"Lung cancer"
1983,"Female",7,67,"Lung cancer"
2001,"Female",11,242,"Lung cancer"
2013,"Female",11,360,"Lung cancer"
1985,"Male",9,93,"Lung cancer"
1989,"Male",15,126,"Lung cancer"
2001,"Female",12,240,"Lung cancer"
2013,"Female",12,360,"Lung cancer"
1993,"Female",9,173,"Lung cancer"
2021,"Female",13,438,"Lung cancer"
1989,"Male",16,126,"Lung cancer"
1993,"Female",10,160,"Lung cancer"
2019,"Male",9,434,"Lung cancer"
2021,"Female",14,440,"Lung cancer"
1993,"Female",11,169,"Lung cancer"
2012,"Male",18,349,"Lung cancer"
2007,"Male",11,304,"Lung cancer"
2021,"Female",15,435,"Lung cancer"
2009,"Female",16,331,"Lung cancer"
2017,"Female",14,400,"Lung cancer"
1993,"Female",13,163,"Lung cancer"
2021,"Female",16,453,"Lung cancer"
2017,"Female",15,396,"Lung cancer"
2013,"Female",16,364,"Lung cancer"
1985,"Male",14,84,"Lung cancer"
2021,"Female",17,439,"Lung cancer"
2013,"Female",17,355,"Lung cancer"
2000,"Female",10,225,"Lung cancer"
2004,"Female",12,271,"Lung cancer"
1985,"Male",15,79,"Lung cancer"
2003,"Male",15,268,"Lung cancer"
2010,"Male",6,337,"Lung cancer"
1985,"Male",16,80,"Lung cancer"
2006,"Male",9,302,"Lung cancer"
2000,"Female",12,225,"Lung cancer"
1989,"Female",13,115,"Lung cancer"
2018,"Male",6,424,"Lung cancer"
1985,"Male",17,93,"Lung cancer"
2012,"Female",13,348,"Lung cancer"
2022,"Male",9,449,"Lung cancer"
1993,"Female",18,172,"Lung cancer"
1998,"Male",8,211,"Lung cancer"
1989,"Female",15,132,"Lung cancer"
2022,"Male",10,451,"Lung cancer"
1991,"Male",12,145,"Lung cancer"
1998,"Male",9,220,"Lung cancer"
1994,"Male",8,171,"Lung cancer"
2006,"Male",12,298,"Lung cancer"
1991,"Male",13,155,"Lung cancer"
1985,"Female",9,80,"Lung cancer"
2015,"Female",5,384,"Lung cancer"
2002,"Male",12,250,"Lung cancer"
2003,"Female",10,265,"Lung cancer"
2010,"Male",12,325,"Lung cancer"
2014,"Male",12,373,"Lung cancer"
1985,"Female",11,85,"Lung cancer"
2022,"Male",13,455,"Lung cancer"
2010,"Male",13,333,"Lung cancer"
2014,"Male",13,372,"Lung cancer"
1985,"Female",12,94,"Lung cancer"
2022,"Male",14,445,"Lung cancer"
2010,"Male",14,342,"Lung cancer"
2018,"Male",13,408,"Lung cancer"
2013,"Male",7,368,"Lung cancer"
2022,"Male",15,451,"Lung cancer"
2014,"Male",15,381,"Lung cancer"
2018,"Male",14,424,"Lung cancer"
1990,"Male",10,133,"Lung cancer"
2022,"Male",16,464,"Lung cancer"
1985,"Female",15,91,"Lung cancer"
2011,"Female",13,340,"Lung cancer"
2005,"Male",11,285,"Lung cancer"
1998,"Male",16,212,"Lung cancer"
1985,"Female",16,88,"Lung cancer"
2011,"Female",14,352,"Lung cancer"
2019,"Female",13,424,"Lung cancer"
1998,"Male",17,218,"Lung cancer"
2022,"Female",7,454,"Lung cancer"
2009,"Male",11,332,"Lung cancer"
1990,"Male",13,131,"Lung cancer"
1985,"Female",18,78,"Lung cancer"
2002,"Female",9,245,"Lung cancer"
1994,"Male",17,173,"Lung cancer"
1990,"Male",14,136,"Lung cancer"
1998,"Female",8,208,"Lung cancer"
1986,"Male",7,88,"Lung cancer"
2019,"Female",16,424,"Lung cancer"
1990,"Male",15,126,"Lung cancer"
2010,"Female",10,331,"Lung cancer"
1987,"Male",18,104,"Lung cancer"
1988,"Female",17,112,"Lung cancer"
2021,"Male",15,450,"Lung cancer"
1986,"Male",9,89,"Lung cancer"
2009,"Male",15,326,"Lung cancer"
2004,"Male",9,269,"Lung cancer"
1990,"Male",17,135,"Lung cancer"
2002,"Female",13,245,"Lung cancer"
2014,"Female",12,366,"Lung cancer"
1986,"Male",11,96,"Lung cancer"
2022,"Female",13,458,"Lung cancer"
2010,"Female",13,345,"Lung cancer"
1998,"Female",13,211,"Lung cancer"
2018,"Female",13,405,"Lung cancer"
2022,"Female",14,454,"Lung cancer"
2010,"Female",14,328,"Lung cancer"
1998,"Female",14,206,"Lung cancer"
1986,"Male",13,104,"Lung cancer"
2022,"Female",15,454,"Lung cancer"
2010,"Female",15,332,"Lung cancer"
1998,"Female",15,206,"Lung cancer"
2018,"Female",15,417,"Lung cancer"
2022,"Female",16,446,"Lung cancer"
2010,"Female",16,338,"Lung cancer"
1998,"Female",16,225,"Lung cancer"
2018,"Female",16,405,"Lung cancer"
2022,"Female",17,451,"Lung cancer"
2010,"Female",17,338,"Lung cancer"
2020,"Male",13,430,"Lung cancer"
2018,"Female",17,414,"Lung cancer"
2022,"Female",18,460,"Lung cancer"
2010,"Female",18,341,"Lung cancer"
1998,"Female",18,223,"Lung cancer"
2021,"Female",11,448,"Lung cancer"
2003,"Male",8,275,"Lung cancer"
2007,"Male",7,314,"Lung cancer"
2011,"Male",7,343,"Lung cancer"
1994,"Female",17,166,"Lung cancer"
2015,"Male",7,382,"Lung cancer"
2011,"Male",8,355,"Lung cancer"
2017,"Female",11,404,"Lung cancer"
2015,"Male",8,395,"Lung cancer"
2003,"Male",10,265,"Lung cancer"
2011,"Male",9,341,"Lung cancer"
2020,"Male",17,440,"Lung cancer"
2015,"Male",9,379,"Lung cancer"
1983,"Female",11,58,"Lung cancer"
2001,"Female",14,236,"Lung cancer"
1988,"Male",7,113,"Lung cancer"
2015,"Male",10,393,"Lung cancer"
2003,"Male",12,265,"Lung cancer"
2000,"Female",8,233,"Lung cancer"
2012,"Female",7,346,"Lung cancer"
2015,"Male",11,394,"Lung cancer"
2003,"Male",13,270,"Lung cancer"
2004,"Female",10,279,"Lung cancer"
2007,"Male",13,315,"Lung cancer"
1993,"Female",14,163,"Lung cancer"
1986,"Female",13,101,"Lung cancer"
2017,"Female",16,398,"Lung cancer"
2007,"Male",14,300,"Lung cancer"
2020,"Female",11,432,"Lung cancer"
2016,"Female",9,405,"Lung cancer"
2017,"Female",17,415,"Lung cancer"
1986,"Female",15,89,"Lung cancer"
2019,"Male",14,422,"Lung cancer"
1988,"Male",13,105,"Lung cancer"
2017,"Female",18,399,"Lung cancer"
1986,"Female",16,104,"Lung cancer"
2019,"Male",15,421,"Lung cancer"
2016,"Female",11,400,"Lung cancer"
2000,"Female",13,244,"Lung cancer"
1986,"Female",17,89,"Lung cancer"
2019,"Male",16,418,"Lung cancer"
2016,"Female",12,396,"Lung cancer"
1992,"Female",8,165,"Lung cancer"
2002,"Male",10,245,"Lung cancer"
2015,"Male",17,394,"Lung cancer"
2016,"Female",13,393,"Lung cancer"
2011,"Male",18,355,"Lung cancer"
2018,"Male",9,425,"Lung cancer"
1999,"Female",8,226,"Lung cancer"
2020,"Female",16,437,"Lung cancer"
2007,"Female",7,308,"Lung cancer"
2006,"Male",13,296,"Lung cancer"
1991,"Male",14,144,"Lung cancer"
2020,"Female",17,443,"Lung cancer"
2011,"Female",9,337,"Lung cancer"
2012,"Female",17,346,"Lung cancer"
1991,"Male",15,144,"Lung cancer"
2019,"Female",9,422,"Lung cancer"
2011,"Female",10,355,"Lung cancer"
2003,"Female",12,264,"Lung cancer"
2007,"Female",10,301,"Lung cancer"
2016,"Female",17,391,"Lung cancer"
1996,"Female",16,186,"Lung cancer"
2003,"Female",13,256,"Lung cancer"
2007,"Female",11,299,"Lung cancer"
2016,"Female",18,394,"Lung cancer"
2009,"Male",8,329,"Lung cancer"
2003,"Female",14,255,"Lung cancer"
2015,"Female",12,395,"Lung cancer"
2021,"Male",9,450,"Lung cancer"
2019,"Female",12,416,"Lung cancer"
2003,"Female",15,266,"Lung cancer"
2015,"Female",13,390,"Lung cancer"
2009,"Male",10,328,"Lung cancer"
2001,"Male",9,236,"Lung cancer"
2003,"Female",16,274,"Lung cancer"
1994,"Male",15,177,"Lung cancer"
2014,"Male",18,385,"Lung cancer"
1985,"Female",17,81,"Lung cancer"
2003,"Female",17,264,"Lung cancer"
2007,"Female",15,298,"Lung cancer"
2019,"Female",15,415,"Lung cancer"
2018,"Male",18,409,"Lung cancer"
2021,"Male",13,436,"Lung cancer"
1983,"Male",8,75,"Lung cancer"
1997,"Male",10,198,"Lung cancer"
2013,"Male",13,369,"Lung cancer"
2004,"Male",7,279,"Lung cancer"
2006,"Female",11,288,"Lung cancer"
1997,"Male",11,205,"Lung cancer"
1991,"Female",14,155,"Lung cancer"
2015,"Female",18,388,"Lung cancer"
2006,"Female",12,297,"Lung cancer"
1997,"Male",12,207,"Lung cancer"
2012,"Male",8,350,"Lung cancer"
1991,"Female",15,144,"Lung cancer"
1995,"Female",17,181,"Lung cancer"
2016,"Male",7,401,"Lung cancer"
1987,"Female",9,113,"Lung cancer"
1993,"Male",12,175,"Lung cancer"
2020,"Male",9,429,"Lung cancer"
2016,"Male",8,385,"Lung cancer"
1987,"Female",10,114,"Lung cancer"
1983,"Male",13,68,"Lung cancer"
2020,"Male",10,427,"Lung cancer"
2001,"Male",17,243,"Lung cancer"
1987,"Female",11,99,"Lung cancer"
1983,"Male",14,60,"Lung cancer"
2000,"Male",12,226,"Lung cancer"
2001,"Male",18,238,"Lung cancer"
2004,"Male",13,273,"Lung cancer"
1996,"Male",9,199,"Lung cancer"
2020,"Male",12,433,"Lung cancer"
2009,"Female",8,334,"Lung cancer"
2004,"Male",14,275,"Lung cancer"
1996,"Male",10,205,"Lung cancer"
2005,"Female",11,293,"Lung cancer"
2014,"Female",17,371,"Lung cancer"
2004,"Male",15,285,"Lung cancer"
2017,"Female",9,402,"Lung cancer"
2000,"Male",15,238,"Lung cancer"
2014,"Female",18,369,"Lung cancer"
2012,"Male",15,354,"Lung cancer"
1993,"Female",3,170,"Lung cancer"
1987,"Female",16,95,"Lung cancer"
2020,"Male",15,430,"Lung cancer"
2004,"Male",17,277,"Lung cancer"
1993,"Female",8,172,"Lung cancer"
2005,"Female",14,277,"Lung cancer"
1997,"Female",10,210,"Lung cancer"
1983,"Female",10,60,"Lung cancer"
1996,"Male",14,200,"Lung cancer"
2013,"Female",13,373,"Lung cancer"
2007,"Male",10,314,"Lung cancer"
1997,"Female",12,209,"Lung cancer"
1992,"Male",13,161,"Lung cancer"
2017,"Female",13,414,"Lung cancer"
2016,"Male",17,401,"Lung cancer"
1988,"Male",8,106,"Lung cancer"
2001,"Female",15,237,"Lung cancer"
2005,"Female",17,292,"Lung cancer"
2008,"Male",18,325,"Lung cancer"
1992,"Male",15,145,"Lung cancer"
2001,"Female",16,243,"Lung cancer"
1983,"Female",14,71,"Lung cancer"
2021,"Male",8,437,"Lung cancer"
1992,"Male",16,148,"Lung cancer"
2003,"Male",14,261,"Lung cancer"
2016,"Female",8,391,"Lung cancer"
2008,"Female",9,319,"Lung cancer"
1997,"Female",16,200,"Lung cancer"
2013,"Female",7,375,"Lung cancer"
2013,"Female",18,369,"Lung cancer"
2020,"Female",12,437,"Lung cancer"
2010,"Male",7,338,"Lung cancer"
2016,"Female",10,399,"Lung cancer"
2022,"Male",7,454,"Lung cancer"
2020,"Female",13,431,"Lung cancer"
2010,"Male",8,339,"Lung cancer"
2002,"Male",9,259,"Lung cancer"
2014,"Male",8,381,"Lung cancer"
2004,"Female",15,276,"Lung cancer"
2009,"Male",12,326,"Lung cancer"
2006,"Male",11,291,"Lung cancer"
2014,"Male",9,375,"Lung cancer"
1982,"Female",7,58,"Lung cancer"
2010,"Male",10,335,"Lung cancer"
2014,"Male",10,370,"Lung cancer"
1993,"Male",9,170,"Lung cancer"
1992,"Female",10,157,"Lung cancer"
2010,"Male",11,340,"Lung cancer"
2018,"Male",10,422,"Lung cancer"
1993,"Male",10,173,"Lung cancer"
1996,"Female",14,192,"Lung cancer"
2008,"Female",16,316,"Lung cancer"
1992,"Female",12,145,"Lung cancer"
2002,"Male",13,254,"Lung cancer"
2008,"Female",17,316,"Lung cancer"
2016,"Female",16,404,"Lung cancer"
2018,"Male",12,415,"Lung cancer"
2012,"Female",18,350,"Lung cancer"
2008,"Female",18,314,"Lung cancer"
2015,"Female",10,395,"Lung cancer"
2013,"Male",17,374,"Lung cancer"
2002,"Male",15,251,"Lung cancer"
2017,"Male",16,405,"Lung cancer"
2015,"Female",11,376,"Lung cancer"
2009,"Male",18,316,"Lung cancer"
2002,"Male",16,255,"Lung cancer"
2006,"Male",17,286,"Lung cancer"
1982,"Female",15,51,"Lung cancer"
2008,"Female",10,313,"Lung cancer"
2002,"Male",17,252,"Lung cancer"
2006,"Male",18,303,"Lung cancer"
2010,"Male",17,337,"Lung cancer"
2021,"Female",9,438,"Lung cancer"
2002,"Male",18,263,"Lung cancer"
1984,"Male",16,69,"Lung cancer"
1997,"Female",18,213,"Lung cancer"
2001,"Male",10,235,"Lung cancer"
2021,"Male",12,447,"Lung cancer"
2002,"Female",8,259,"Lung cancer"
2020,"Male",14,440,"Lung cancer"
2001,"Male",11,244,"Lung cancer"
2010,"Female",8,330,"Lung cancer"
2006,"Female",10,301,"Lung cancer"
2002,"Female",10,253,"Lung cancer"
2018,"Female",8,414,"Lung cancer"
2019,"Male",7,427,"Lung cancer"
2014,"Female",9,372,"Lung cancer"
2018,"Female",9,423,"Lung cancer"
2013,"Male",14,365,"Lung cancer"
2001,"Female",13,247,"Lung cancer"
2002,"Female",12,248,"Lung cancer"
2010,"Female",11,343,"Lung cancer"
2013,"Male",15,355,"Lung cancer"
1993,"Male",11,160,"Lung cancer"
2018,"Female",11,424,"Lung cancer"
2001,"Male",15,249,"Lung cancer"
2013,"Male",16,371,"Lung cancer"
2004,"Female",8,275,"Lung cancer"
2017,"Male",15,399,"Lung cancer"
2001,"Male",16,244,"Lung cancer"
1997,"Female",14,211,"Lung cancer"
1993,"Male",13,159,"Lung cancer"
2020,"Female",9,433,"Lung cancer"
2014,"Female",14,366,"Lung cancer"
1997,"Female",15,199,"Lung cancer"
2005,"Female",9,284,"Lung cancer"
2013,"Female",2,359,"Lung cancer"
2014,"Female",15,365,"Lung cancer"
2020,"Male",11,444,"Lung cancer"
2005,"Female",10,289,"Lung cancer"
2017,"Male",18,398,"Lung cancer"
2014,"Female",16,365,"Lung cancer"
2008,"Female",11,323,"Lung cancer"
2001,"Female",9,240,"Lung cancer"
1984,"Female",17,77,"Lung cancer"
2015,"Male",18,394,"Lung cancer"
1993,"Male",17,172,"Lung cancer"
1984,"Female",18,80,"Lung cancer"
2013,"Female",10,358,"Lung cancer"
2022,"Male",8,454,"Lung cancer"
1997,"Female",8,202,"Lung cancer"
2018,"Female",18,425,"Lung cancer"
2017,"Female",10,401,"Lung cancer"
1985,"Male",8,91,"Lung cancer"
2021,"Female",12,443,"Lung cancer"
2022,"Female",9,464,"Lung cancer"
2010,"Female",9,332,"Lung cancer"
2007,"Female",6,297,"Lung cancer"
1986,"Male",12,100,"Lung cancer"
2003,"Female",9,258,"Lung cancer"
2005,"Female",15,295,"Lung cancer"
2017,"Female",12,406,"Lung cancer"
2019,"Female",18,428,"Lung cancer"
2018,"Male",11,415,"Lung cancer"
1996,"Male",15,197,"Lung cancer"
2020,"Male",18,427,"Lung cancer"
1997,"Female",13,212,"Lung cancer"
2020,"Female",18,430,"Lung cancer"
2002,"Male",14,250,"Lung cancer"
2006,"Male",15,304,"Lung cancer"
2014,"Female",13,368,"Lung cancer"
1986,"Male",15,105,"Lung cancer"
2005,"Male",9,294,"Lung cancer"
2006,"Male",16,300,"Lung cancer"
1988,"Female",9,114,"Lung cancer"
2018,"Male",7,418,"Lung cancer"
2001,"Female",17,251,"Lung cancer"
2002,"Female",16,256,"Lung cancer"
2020,"Female",14,428,"Lung cancer"
1986,"Male",14,96,"Lung cancer"
2021,"Female",18,438,"Lung cancer"
1989,"Female",12,121,"Lung cancer"
1990,"Female",14,142,"Lung cancer"
1997,"Female",17,197,"Lung cancer"
1990,"Female",13,134,"Lung cancer"
2019,"Female",17,434,"Lung cancer"
2008,"Female",12,325,"Lung cancer"
2010,"Male",18,327,"Lung cancer"
2019,"Female",6,422,"Lung cancer"
2005,"Female",12,275,"Lung cancer"
2014,"Female",6,365,"Lung cancer"
1982,"Female",11,61,"Lung cancer"
2022,"Female",8,463,"Lung cancer"
2018,"Male",8,423,"Lung cancer"
2019,"Male",17,422,"Lung cancer"
2022,"Female",12,463,"Lung cancer"
2007,"Male",8,315,"Lung cancer"
1986,"Male",16,104,"Lung cancer"
1994,"Female",10,180,"Lung cancer"
1998,"Female",10,220,"Lung cancer"
1990,"Male",16,126,"Lung cancer"
2006,"Male",14,296,"Lung cancer"
2022,"Female",11,456,"Lung cancer"
2000,"Male",8,232,"Lung cancer"
2018,"Female",10,407,"Lung cancer"
2002,"Female",14,255,"Lung cancer"
2006,"Female",13,294,"Lung cancer"
2020,"Male",8,428,"Lung cancer"
2002,"Female",17,256,"Lung cancer"
2002,"Female",15,250,"Lung cancer"
2004,"Male",18,277,"Lung cancer"
1998,"Male",18,216,"Lung cancer"
1997,"Male",8,204,"Lung cancer"
2014,"Female",8,378,"Lung cancer"
2010,"Female",6,329,"Lung cancer"
2017,"Male",17,406,"Lung cancer"
2009,"Male",9,326,"Lung cancer"
2003,"Male",2,270,"Lung cancer"
2007,"Male",18,302,"Lung cancer"
2005,"Female",18,275,"Lung cancer"
2000,"Male",7,238,"Lung cancer"
1998,"Female",7,213,"Lung cancer"
1995,"Male",16,179,"Lung cancer"
1983,"Male",11,59,"Lung cancer"
2004,"Male",16,280,"Lung cancer"
2014,"Male",7,377,"Lung cancer"
1984,"Female",16,85,"Lung cancer"
1997,"Male",9,198,"Lung cancer"
2002,"Female",11,251,"Lung cancer"
1994,"Female",16,176,"Lung cancer"
2022,"Female",10,461,"Lung cancer"
2005,"Female",13,287,"Lung cancer"
2015,"Female",15,390,"Lung cancer"
2015,"Female",17,386,"Lung cancer"
2019,"Male",18,415,"Lung cancer"
1982,"Male",4,59,"Melanoma"
1982,"Male",5,60,"Melanoma"
2007,"Male",6,310,"Melanoma"
1982,"Male",7,51,"Melanoma"
2007,"Male",7,295,"Melanoma"
1982,"Male",8,57,"Melanoma"
2007,"Male",8,306,"Melanoma"
1994,"Female",17,182,"Melanoma"
1982,"Male",9,52,"Melanoma"
2007,"Male",9,305,"Melanoma"
2019,"Male",8,416,"Melanoma"
1994,"Female",18,185,"Melanoma"
1982,"Male",10,57,"Melanoma"
1995,"Male",4,175,"Melanoma"
1995,"Male",6,189,"Melanoma"
1986,"Female",9,93,"Melanoma"
1982,"Male",11,60,"Melanoma"
2007,"Male",11,312,"Melanoma"
2019,"Male",10,435,"Melanoma"
1995,"Male",8,194,"Melanoma"
1982,"Male",12,59,"Melanoma"
2007,"Male",12,295,"Melanoma"
1995,"Male",9,181,"Melanoma"
1999,"Male",12,220,"Melanoma"
1982,"Male",13,53,"Melanoma"
1995,"Male",10,183,"Melanoma"
2019,"Male",12,429,"Melanoma"
1999,"Male",13,235,"Melanoma"
1982,"Male",14,58,"Melanoma"
1995,"Male",11,194,"Melanoma"
2019,"Male",13,431,"Melanoma"
1982,"Male",15,57,"Melanoma"
1991,"Male",8,141,"Melanoma"
1995,"Male",12,194,"Melanoma"
2019,"Male",14,424,"Melanoma"
1982,"Male",16,62,"Melanoma"
2003,"Male",16,274,"Melanoma"
1995,"Male",13,190,"Melanoma"
2019,"Male",15,421,"Melanoma"
1982,"Male",17,54,"Melanoma"
2003,"Male",17,255,"Melanoma"
1995,"Male",14,190,"Melanoma"
2019,"Male",16,419,"Melanoma"
1982,"Male",18,56,"Melanoma"
1982,"Female",6,57,"Melanoma"
1995,"Male",15,185,"Melanoma"
1982,"Female",7,52,"Melanoma"
2007,"Female",5,306,"Melanoma"
1982,"Female",8,45,"Melanoma"
1995,"Male",16,180,"Melanoma"
2007,"Female",6,311,"Melanoma"
1982,"Female",9,59,"Melanoma"
2007,"Female",7,308,"Melanoma"
1982,"Female",10,59,"Melanoma"
1987,"Male",8,99,"Melanoma"
2007,"Female",8,299,"Melanoma"
1982,"Female",11,48,"Melanoma"
1995,"Male",18,178,"Melanoma"
1995,"Female",4,192,"Melanoma"
1982,"Female",12,61,"Melanoma"
1999,"Female",11,225,"Melanoma"
1995,"Female",6,186,"Melanoma"
2003,"Female",12,271,"Melanoma"
1982,"Female",13,47,"Melanoma"
1995,"Female",7,191,"Melanoma"
1987,"Male",11,111,"Melanoma"
2003,"Female",13,262,"Melanoma"
1982,"Female",14,64,"Melanoma"
2011,"Female",12,342,"Melanoma"
1995,"Female",9,187,"Melanoma"
1982,"Female",15,46,"Melanoma"
2007,"Female",12,314,"Melanoma"
1995,"Female",10,180,"Melanoma"
1987,"Male",13,97,"Melanoma"
1982,"Female",16,55,"Melanoma"
2007,"Female",13,308,"Melanoma"
1995,"Female",11,193,"Melanoma"
1987,"Male",14,114,"Melanoma"
1982,"Female",17,62,"Melanoma"
1995,"Female",12,188,"Melanoma"
2011,"Female",15,351,"Melanoma"
1982,"Female",18,63,"Melanoma"
1983,"Male",5,70,"Melanoma"
1995,"Female",13,180,"Melanoma"
1983,"Male",7,65,"Melanoma"
1987,"Male",16,107,"Melanoma"
1983,"Male",8,66,"Melanoma"
1995,"Female",14,187,"Melanoma"
1987,"Male",17,109,"Melanoma"
1983,"Male",9,58,"Melanoma"
2004,"Male",7,276,"Melanoma"
1995,"Female",15,188,"Melanoma"
1987,"Male",18,95,"Melanoma"
1983,"Male",10,62,"Melanoma"
2000,"Male",7,241,"Melanoma"
1995,"Female",16,191,"Melanoma"
2008,"Male",5,307,"Melanoma"
1983,"Male",11,58,"Melanoma"
2020,"Male",8,436,"Melanoma"
1995,"Female",17,189,"Melanoma"
2008,"Male",7,308,"Melanoma"
1983,"Male",12,71,"Melanoma"
2020,"Male",9,440,"Melanoma"
1995,"Female",18,190,"Melanoma"
1996,"Male",5,191,"Melanoma"
1983,"Male",13,74,"Melanoma"
2008,"Male",9,322,"Melanoma"
1991,"Female",17,155,"Melanoma"
1996,"Male",7,198,"Melanoma"
1983,"Male",14,68,"Melanoma"
1996,"Male",8,191,"Melanoma"
1991,"Female",18,154,"Melanoma"
1987,"Female",12,109,"Melanoma"
1983,"Male",15,61,"Melanoma"
2008,"Male",11,321,"Melanoma"
2020,"Male",12,439,"Melanoma"
1987,"Female",13,110,"Melanoma"
1983,"Male",16,67,"Melanoma"
2008,"Male",12,313,"Melanoma"
2020,"Male",13,440,"Melanoma"
1983,"Male",17,73,"Melanoma"
1996,"Male",11,196,"Melanoma"
1983,"Male",18,65,"Melanoma"
1983,"Female",5,75,"Melanoma"
1983,"Female",6,71,"Melanoma"
1996,"Male",12,197,"Melanoma"
1983,"Female",7,75,"Melanoma"
1987,"Female",16,105,"Melanoma"
1983,"Female",8,66,"Melanoma"
1996,"Male",13,198,"Melanoma"
1983,"Female",9,63,"Melanoma"
2008,"Male",15,320,"Melanoma"
2000,"Male",17,225,"Melanoma"
1983,"Female",10,70,"Melanoma"
2008,"Male",16,309,"Melanoma"
2004,"Female",4,266,"Melanoma"
1988,"Male",4,110,"Melanoma"
1983,"Female",11,68,"Melanoma"
2008,"Male",17,309,"Melanoma"
