"year","sex","ragegrp","count","Cancer.Type"
2022,"Male",15,453,"Lung cancer"
2008,"Male",13,322,"Lung cancer"
1993,"Female",6,172,"Lung cancer"
2001,"Male",11,247,"Lung cancer"
2018,"Female",4,406,"Lung cancer"
2010,"Female",11,326,"Lung cancer"
1992,"Female",13,164,"Lung cancer"
1982,"Female",14,48,"Lung cancer"
2021,"Male",12,448,"Lung cancer"
1982,"Male",15,48,"Lung cancer"
1990,"Male",15,138,"Lung cancer"
2001,"Male",13,255,"Lung cancer"
1982,"Female",15,49,"Lung cancer"
2008,"Male",16,317,"Lung cancer"
1990,"Male",16,125,"Lung cancer"
2001,"Male",14,250,"Lung cancer"
1982,"Female",16,52,"Lung cancer"
2006,"Male",9,302,"Lung cancer"
1985,"Female",4,82,"Lung cancer"
1997,"Female",11,195,"Lung cancer"
2006,"Male",10,298,"Lung cancer"
2013,"Male",10,375,"Lung cancer"
2010,"Female",15,334,"Lung cancer"
1993,"Female",13,163,"Lung cancer"
2002,"Male",11,258,"Lung cancer"
2002,"Female",9,259,"Lung cancer"
1999,"Male",5,215,"Lung cancer"
2007,"Male",16,307,"Lung cancer"
1996,"Female",9,193,"Lung cancer"
1992,"Female",8,159,"Lung cancer"
2001,"Male",18,235,"Lung cancer"
2016,"Female",15,390,"Lung cancer"
2008,"Female",8,309,"Lung cancer"
1997,"Female",15,208,"Lung cancer"
2016,"Female",16,392,"Lung cancer"
2008,"Female",9,318,"Lung cancer"
1986,"Female",18,90,"Lung cancer"
1997,"Female",16,203,"Lung cancer"
1994,"Male",13,183,"Lung cancer"
1997,"Male",18,214,"Lung cancer"
1983,"Male",10,58,"Lung cancer"
1999,"Male",10,229,"Lung cancer"
1985,"Female",13,90,"Lung cancer"
1987,"Male",6,112,"Lung cancer"
2014,"Female",7,380,"Lung cancer"
1984,"Female",4,84,"Lung cancer"
1995,"Female",7,187,"Lung cancer"
2014,"Female",8,384,"Lung cancer"
1989,"Female",7,125,"Lung cancer"
1994,"Male",5,168,"Lung cancer"
1988,"Male",14,115,"Lung cancer"
2005,"Male",13,294,"Lung cancer"
1983,"Male",13,64,"Lung cancer"
2012,"Male",13,345,"Lung cancer"
2007,"Female",10,305,"Lung cancer"
2005,"Male",14,281,"Lung cancer"
2004,"Male",9,279,"Lung cancer"
2005,"Male",15,283,"Lung cancer"
1989,"Female",10,130,"Lung cancer"
2015,"Female",17,380,"Lung cancer"
2019,"Male",16,425,"Lung cancer"
1983,"Male",15,69,"Lung cancer"
1990,"Female",16,139,"Lung cancer"
2005,"Male",16,280,"Lung cancer"
1990,"Female",4,126,"Lung cancer"
1990,"Female",17,129,"Lung cancer"
2000,"Female",10,239,"Lung cancer"
1994,"Female",7,179,"Lung cancer"
2012,"Male",17,364,"Lung cancer"
1994,"Female",8,177,"Lung cancer"
2016,"Male",6,398,"Lung cancer"
1983,"Male",18,72,"Lung cancer"
2001,"Female",16,247,"Lung cancer"
1993,"Male",17,164,"Lung cancer"
2004,"Male",14,269,"Lung cancer"
2007,"Female",15,309,"Lung cancer"
1983,"Female",6,75,"Lung cancer"
1983,"Female",7,60,"Lung cancer"
2000,"Female",13,230,"Lung cancer"
2004,"Male",15,282,"Lung cancer"
2012,"Female",6,347,"Lung cancer"
1983,"Female",9,63,"Lung cancer"
2007,"Female",17,314,"Lung cancer"
2002,"Male",4,253,"Lung cancer"
2019,"Female",9,418,"Lung cancer"
2005,"Female",9,290,"Lung cancer"
1998,"Male",15,219,"Lung cancer"
1994,"Female",13,179,"Lung cancer"
2019,"Female",10,428,"Lung cancer"
2000,"Female",16,229,"Lung cancer"
2002,"Male",7,246,"Lung cancer"
2012,"Female",10,355,"Lung cancer"
2019,"Female",11,431,"Lung cancer"
2015,"Male",7,391,"Lung cancer"
1982,"Male",16,51,"Lung cancer"
2012,"Female",11,364,"Lung cancer"
2009,"Male",11,329,"Lung cancer"
2005,"Female",12,277,"Lung cancer"
1987,"Female",7,111,"Lung cancer"
2012,"Female",12,356,"Lung cancer"
2009,"Male",12,322,"Lung cancer"
2005,"Female",13,275,"Lung cancer"
2002,"Male",10,249,"Lung cancer"
1987,"Female",9,109,"Lung cancer"
1995,"Female",13,178,"Lung cancer"
2005,"Female",14,277,"Lung cancer"
1994,"Female",18,177,"Lung cancer"
1987,"Female",10,113,"Lung cancer"
2009,"Male",14,321,"Lung cancer"
1982,"Female",8,56,"Lung cancer"
1993,"Female",14,166,"Lung cancer"
2012,"Female",15,348,"Lung cancer"
1998,"Female",9,210,"Lung cancer"
2005,"Female",16,280,"Lung cancer"
1986,"Female",7,87,"Lung cancer"
1990,"Male",11,126,"Lung cancer"
1991,"Male",17,149,"Lung cancer"
1984,"Male",3,70,"Lung cancer"
2007,"Male",8,309,"Lung cancer"
1998,"Female",11,212,"Lung cancer"
1991,"Male",18,143,"Lung cancer"
1987,"Female",14,108,"Lung cancer"
1995,"Male",9,184,"Lung cancer"
2018,"Female",15,415,"Lung cancer"
2006,"Male",4,286,"Lung cancer"
2020,"Male",6,444,"Lung cancer"
2006,"Male",5,302,"Lung cancer"
1994,"Male",4,184,"Lung cancer"
2001,"Male",12,244,"Lung cancer"
2022,"Male",17,449,"Lung cancer"
1987,"Female",16,100,"Lung cancer"
2016,"Female",10,401,"Lung cancer"
2013,"Male",6,370,"Lung cancer"
1991,"Female",8,143,"Lung cancer"
1998,"Female",15,215,"Lung cancer"
1995,"Male",12,183,"Lung cancer"
2013,"Male",8,357,"Lung cancer"
1987,"Female",18,98,"Lung cancer"
1995,"Male",13,195,"Lung cancer"
1991,"Female",10,144,"Lung cancer"
2016,"Female",12,402,"Lung cancer"
1990,"Male",18,138,"Lung cancer"
1995,"Male",14,183,"Lung cancer"
1994,"Male",9,178,"Lung cancer"
1991,"Male",14,154,"Lung cancer"
2009,"Female",11,321,"Lung cancer"
1995,"Male",15,176,"Lung cancer"
2010,"Female",16,337,"Lung cancer"
2016,"Female",14,391,"Lung cancer"
1991,"Female",13,147,"Lung cancer"
2002,"Female",10,265,"Lung cancer"
1988,"Male",8,118,"Lung cancer"
2010,"Female",17,336,"Lung cancer"
1999,"Male",7,219,"Lung cancer"
1995,"Male",17,185,"Lung cancer"
2021,"Female",1,442,"Lung cancer"
2013,"Male",13,366,"Lung cancer"
2009,"Female",14,323,"Lung cancer"
1995,"Male",18,176,"Lung cancer"
2002,"Female",12,263,"Lung cancer"
1991,"Female",16,142,"Lung cancer"
2014,"Female",5,371,"Lung cancer"
1987,"Male",4,114,"Lung cancer"
1994,"Male",14,176,"Lung cancer"
2013,"Male",15,358,"Lung cancer"
1983,"Male",11,74,"Lung cancer"
2001,"Female",9,251,"Lung cancer"
1994,"Male",15,166,"Lung cancer"
2005,"Male",12,278,"Lung cancer"
2019,"Male",13,429,"Lung cancer"
1994,"Male",16,180,"Lung cancer"
2008,"Female",13,311,"Lung cancer"
1984,"Female",8,73,"Lung cancer"
2009,"Female",18,324,"Lung cancer"
1995,"Female",9,179,"Lung cancer"
1994,"Male",17,183,"Lung cancer"
1984,"Female",9,71,"Lung cancer"
1983,"Male",14,64,"Lung cancer"
1994,"Male",18,173,"Lung cancer"
1990,"Female",15,133,"Lung cancer"
1988,"Male",16,106,"Lung cancer"
2020,"Female",7,428,"Lung cancer"
1999,"Male",15,229,"Lung cancer"
2013,"Female",6,358,"Lung cancer"
1988,"Male",17,109,"Lung cancer"
1989,"Female",12,119,"Lung cancer"
2010,"Male",8,335,"Lung cancer"
2017,"Male",10,406,"Lung cancer"
1999,"Male",16,230,"Lung cancer"
1992,"Male",10,158,"Lung cancer"
2010,"Male",9,338,"Lung cancer"
2017,"Male",11,396,"Lung cancer"
1999,"Male",17,229,"Lung cancer"
2013,"Female",9,364,"Lung cancer"
2010,"Male",10,338,"Lung cancer"
2000,"Female",12,228,"Lung cancer"
1987,"Male",14,108,"Lung cancer"
2013,"Female",10,356,"Lung cancer"
2003,"Male",9,261,"Lung cancer"
2017,"Male",13,395,"Lung cancer"
2013,"Female",11,355,"Lung cancer"
1984,"Female",16,70,"Lung cancer"
1999,"Female",7,226,"Lung cancer"
1995,"Female",17,182,"Lung cancer"
1992,"Male",14,160,"Lung cancer"
1999,"Female",9,232,"Lung cancer"
2010,"Male",13,344,"Lung cancer"
1995,"Female",18,180,"Lung cancer"
1992,"Male",15,154,"Lung cancer"
2013,"Female",13,358,"Lung cancer"
2003,"Male",12,272,"Lung cancer"
1988,"Female",12,125,"Lung cancer"
1992,"Male",16,157,"Lung cancer"
1999,"Female",11,235,"Lung cancer"
1983,"Female",13,68,"Lung cancer"
1987,"Female",5,103,"Lung cancer"
2017,"Male",17,395,"Lung cancer"
2013,"Female",15,357,"Lung cancer"
2003,"Male",14,261,"Lung cancer"
2020,"Female",17,426,"Lung cancer"
1990,"Male",6,134,"Lung cancer"
2013,"Female",16,361,"Lung cancer"
2010,"Male",17,332,"Lung cancer"
2006,"Female",17,287,"Lung cancer"
1986,"Male",17,105,"Lung cancer"
2013,"Female",17,369,"Lung cancer"
2017,"Female",6,409,"Lung cancer"
1986,"Male",18,95,"Lung cancer"
1992,"Female",6,146,"Lung cancer"
2013,"Female",18,374,"Lung cancer"
2005,"Female",15,278,"Lung cancer"
2002,"Male",12,245,"Lung cancer"
2021,"Male",7,446,"Lung cancer"
1999,"Female",16,220,"Lung cancer"
2014,"Male",6,376,"Lung cancer"
1983,"Female",18,75,"Lung cancer"
1998,"Female",10,212,"Lung cancer"
1992,"Female",9,165,"Lung cancer"
1992,"Female",10,157,"Lung cancer"
1982,"Female",10,57,"Lung cancer"
1989,"Male",5,117,"Lung cancer"
1985,"Male",14,79,"Lung cancer"
1999,"Female",18,234,"Lung cancer"
1992,"Female",11,163,"Lung cancer"
1993,"Female",18,163,"Lung cancer"
1992,"Female",12,158,"Lung cancer"
1989,"Male",8,123,"Lung cancer"
2017,"Female",12,409,"Lung cancer"
2020,"Male",7,428,"Lung cancer"
1985,"Male",16,75,"Lung cancer"
1996,"Male",15,185,"Lung cancer"
2003,"Female",9,261,"Lung cancer"
2014,"Male",11,376,"Lung cancer"
1985,"Male",17,79,"Lung cancer"
2003,"Female",10,262,"Lung cancer"
1989,"Male",11,123,"Lung cancer"
2021,"Male",13,436,"Lung cancer"
2000,"Male",9,229,"Lung cancer"
2003,"Female",11,260,"Lung cancer"
2014,"Male",13,368,"Lung cancer"
2017,"Female",15,401,"Lung cancer"
2000,"Male",10,233,"Lung cancer"
2003,"Female",12,263,"Lung cancer"
2014,"Male",14,384,"Lung cancer"
1998,"Female",17,205,"Lung cancer"
2016,"Female",13,390,"Lung cancer"
1992,"Female",17,146,"Lung cancer"
1989,"Male",14,126,"Lung cancer"
1998,"Female",18,205,"Lung cancer"
2003,"Female",14,258,"Lung cancer"
1992,"Female",18,148,"Lung cancer"
1995,"Male",16,183,"Lung cancer"
1985,"Female",9,95,"Lung cancer"
1994,"Male",11,172,"Lung cancer"
2003,"Female",15,257,"Lung cancer"
1989,"Male",16,121,"Lung cancer"
1999,"Male",8,215,"Lung cancer"
2003,"Female",16,271,"Lung cancer"
2021,"Female",4,451,"Lung cancer"
2014,"Male",18,381,"Lung cancer"
1996,"Female",11,196,"Lung cancer"
2013,"Male",14,365,"Lung cancer"
2009,"Female",15,329,"Lung cancer"
1989,"Male",18,118,"Lung cancer"
2002,"Female",13,253,"Lung cancer"
1993,"Male",9,167,"Lung cancer"
2009,"Female",16,317,"Lung cancer"
1996,"Female",13,192,"Lung cancer"
1999,"Male",11,217,"Lung cancer"
2013,"Male",16,364,"Lung cancer"
2009,"Female",17,316,"Lung cancer"
1998,"Male",1,212,"Lung cancer"
1993,"Male",11,173,"Lung cancer"
2001,"Female",10,254,"Lung cancer"
2004,"Male",7,277,"Lung cancer"
2004,"Male",8,280,"Lung cancer"
2002,"Female",16,252,"Lung cancer"
2021,"Female",11,454,"Lung cancer"
2014,"Female",10,380,"Lung cancer"
1996,"Female",16,197,"Lung cancer"
2018,"Male",12,424,"Lung cancer"
1993,"Male",13,168,"Lung cancer"
2021,"Female",12,445,"Lung cancer"
2000,"Female",8,232,"Lung cancer"
1996,"Female",17,200,"Lung cancer"
2000,"Female",9,243,"Lung cancer"
2007,"Female",12,309,"Lung cancer"
2004,"Male",11,274,"Lung cancer"
1996,"Female",18,185,"Lung cancer"
2014,"Female",13,382,"Lung cancer"
1982,"Male",9,55,"Lung cancer"
2011,"Male",13,335,"Lung cancer"
1986,"Male",8,89,"Lung cancer"
2000,"Female",11,243,"Lung cancer"
1982,"Male",10,62,"Lung cancer"
2005,"Male",18,290,"Lung cancer"
2017,"Male",12,399,"Lung cancer"
2014,"Female",15,372,"Lung cancer"
1982,"Male",11,61,"Lung cancer"
1991,"Male",6,148,"Lung cancer"
2018,"Male",17,418,"Lung cancer"
1982,"Male",12,53,"Lung cancer"
2021,"Female",17,436,"Lung cancer"
1989,"Female",16,116,"Lung cancer"
1998,"Male",14,220,"Lung cancer"
2021,"Female",18,444,"Lung cancer"
2018,"Female",1,415,"Lung cancer"
1989,"Female",17,126,"Lung cancer"
1986,"Male",12,102,"Lung cancer"
2014,"Female",18,372,"Lung cancer"
2017,"Male",15,408,"Lung cancer"
2004,"Male",17,277,"Lung cancer"
1986,"Male",13,100,"Lung cancer"
2018,"Female",6,416,"Lung cancer"
1993,"Female",9,157,"Lung cancer"
2003,"Male",13,268,"Lung cancer"
1990,"Male",4,140,"Lung cancer"
2000,"Female",17,229,"Lung cancer"
2011,"Female",6,335,"Lung cancer"
1986,"Male",15,85,"Lung cancer"
1997,"Male",12,200,"Lung cancer"
2002,"Male",9,250,"Lung cancer"
1990,"Male",7,134,"Lung cancer"
2004,"Female",8,277,"Lung cancer"
1982,"Male",18,50,"Lung cancer"
1987,"Female",8,98,"Lung cancer"
2012,"Female",13,353,"Lung cancer"
1997,"Male",14,212,"Lung cancer"
2019,"Female",14,417,"Lung cancer"
2022,"Male",11,455,"Lung cancer"
2012,"Female",14,356,"Lung cancer"
2001,"Male",7,255,"Lung cancer"
2022,"Male",12,446,"Lung cancer"
1998,"Female",8,218,"Lung cancer"
2008,"Male",10,310,"Lung cancer"
2001,"Male",8,238,"Lung cancer"
1982,"Female",9,62,"Lung cancer"
2002,"Male",13,259,"Lung cancer"
2008,"Male",11,310,"Lung cancer"
2001,"Male",9,242,"Lung cancer"
2005,"Female",17,286,"Lung cancer"
2019,"Female",17,434,"Lung cancer"
2012,"Female",17,352,"Lung cancer"
2001,"Male",10,249,"Lung cancer"
1982,"Female",11,48,"Lung cancer"
1993,"Female",17,175,"Lung cancer"
1990,"Male",13,133,"Lung cancer"
2004,"Female",14,265,"Lung cancer"
2022,"Male",16,448,"Lung cancer"
1989,"Male",9,115,"Lung cancer"
1990,"Male",14,131,"Lung cancer"
2004,"Female",15,282,"Lung cancer"
1997,"Female",8,198,"Lung cancer"
2008,"Male",15,311,"Lung cancer"
1986,"Female",11,103,"Lung cancer"
2004,"Female",16,268,"Lung cancer"
1997,"Female",9,200,"Lung cancer"
2002,"Male",18,254,"Lung cancer"
1986,"Female",12,97,"Lung cancer"
2015,"Male",17,390,"Lung cancer"
1997,"Female",10,208,"Lung cancer"
2015,"Female",4,382,"Lung cancer"
1994,"Male",8,168,"Lung cancer"
2001,"Male",15,251,"Lung cancer"
2015,"Female",6,390,"Lung cancer"
1986,"Female",14,91,"Lung cancer"
2003,"Female",13,259,"Lung cancer"
1997,"Female",12,197,"Lung cancer"
1982,"Female",18,56,"Lung cancer"
1985,"Female",8,85,"Lung cancer"
1997,"Female",13,201,"Lung cancer"
2001,"Male",17,249,"Lung cancer"
1989,"Male",15,128,"Lung cancer"
1990,"Female",6,143,"Lung cancer"
2014,"Male",16,376,"Lung cancer"
2013,"Male",12,355,"Lung cancer"
1990,"Female",7,139,"Lung cancer"
1983,"Male",7,62,"Lung cancer"
1994,"Male",12,179,"Lung cancer"
1990,"Female",8,142,"Lung cancer"
2005,"Male",9,280,"Lung cancer"
2019,"Male",10,422,"Lung cancer"
2008,"Female",10,312,"Lung cancer"
2001,"Female",6,251,"Lung cancer"
2019,"Male",11,424,"Lung cancer"
2018,"Male",8,417,"Lung cancer"
1997,"Female",17,200,"Lung cancer"
2008,"Female",11,324,"Lung cancer"
2019,"Male",12,422,"Lung cancer"
1985,"Female",14,90,"Lung cancer"
2008,"Female",12,321,"Lung cancer"
1989,"Female",6,121,"Lung cancer"
2007,"Female",8,300,"Lung cancer"
2022,"Female",14,448,"Lung cancer"
1999,"Male",12,225,"Lung cancer"
1995,"Female",8,191,"Lung cancer"
2019,"Male",14,416,"Lung cancer"
2017,"Male",6,413,"Lung cancer"
1987,"Male",9,105,"Lung cancer"
2008,"Female",14,317,"Lung cancer"
2001,"Female",12,244,"Lung cancer"
2012,"Male",14,363,"Lung cancer"
2008,"Female",15,306,"Lung cancer"
1995,"Female",11,195,"Lung cancer"
2001,"Female",13,255,"Lung cancer"
2012,"Male",15,362,"Lung cancer"
1998,"Male",9,219,"Lung cancer"
2008,"Female",16,312,"Lung cancer"
2001,"Female",14,236,"Lung cancer"
1983,"Male",16,59,"Lung cancer"
1987,"Male",12,111,"Lung cancer"
2008,"Female",17,324,"Lung cancer"
2005,"Male",17,279,"Lung cancer"
1998,"Male",11,223,"Lung cancer"
2020,"Female",10,429,"Lung cancer"
2008,"Female",18,318,"Lung cancer"
2006,"Female",9,296,"Lung cancer"
2018,"Male",16,409,"Lung cancer"
2012,"Female",3,354,"Lung cancer"
1992,"Male",12,146,"Lung cancer"
1984,"Female",15,72,"Lung cancer"
2009,"Male",5,332,"Lung cancer"
2014,"Female",16,371,"Lung cancer"
2009,"Male",7,317,"Lung cancer"
1994,"Female",11,183,"Lung cancer"
2006,"Female",11,302,"Lung cancer"
2005,"Female",8,291,"Lung cancer"
1987,"Male",16,112,"Lung cancer"
1994,"Female",12,174,"Lung cancer"
2002,"Male",5,260,"Lung cancer"
2012,"Female",8,353,"Lung cancer"
1997,"Male",9,201,"Lung cancer"
2012,"Female",9,357,"Lung cancer"
2010,"Male",14,340,"Lung cancer"
1998,"Male",16,212,"Lung cancer"
2017,"Male",16,412,"Lung cancer"
2016,"Male",12,401,"Lung cancer"
2010,"Male",15,337,"Lung cancer"
2002,"Male",8,250,"Lung cancer"
1998,"Male",17,209,"Lung cancer"
2016,"Male",13,395,"Lung cancer"
2019,"Female",12,421,"Lung cancer"
2015,"Male",8,388,"Lung cancer"
1998,"Male",18,223,"Lung cancer"
2016,"Male",14,397,"Lung cancer"
2019,"Female",13,417,"Lung cancer"
2020,"Female",18,430,"Lung cancer"
1993,"Female",12,157,"Lung cancer"
2016,"Male",15,399,"Lung cancer"
2009,"Male",13,335,"Lung cancer"
2003,"Male",16,268,"Lung cancer"
2006,"Female",18,293,"Lung cancer"
2016,"Male",16,404,"Lung cancer"
2019,"Female",15,435,"Lung cancer"
1992,"Female",7,164,"Lung cancer"
1988,"Female",17,112,"Lung cancer"
2016,"Male",17,387,"Lung cancer"
2009,"Male",15,329,"Lung cancer"
2003,"Male",18,262,"Lung cancer"
2012,"Female",16,354,"Lung cancer"
2016,"Male",18,392,"Lung cancer"
1999,"Female",17,215,"Lung cancer"
2010,"Female",8,328,"Lung cancer"
2003,"Female",3,269,"Lung cancer"
2009,"Male",17,329,"Lung cancer"
2005,"Female",18,281,"Lung cancer"
1998,"Female",12,225,"Lung cancer"
2012,"Female",18,357,"Lung cancer"
2009,"Male",18,326,"Lung cancer"
2003,"Female",7,257,"Lung cancer"
1982,"Female",13,64,"Lung cancer"
2013,"Male",4,361,"Lung cancer"
2016,"Female",9,405,"Lung cancer"
2013,"Male",5,363,"Lung cancer"
1991,"Female",7,143,"Lung cancer"
2009,"Female",7,320,"Lung cancer"
2020,"Male",8,439,"Lung cancer"
1996,"Male",16,190,"Lung cancer"
2007,"Male",12,310,"Lung cancer"
2020,"Male",9,435,"Lung cancer"
1992,"Male",6,163,"Lung cancer"
2009,"Female",8,327,"Lung cancer"
1998,"Female",16,221,"Lung cancer"
2009,"Female",9,334,"Lung cancer"
2002,"Female",6,263,"Lung cancer"
1991,"Female",11,155,"Lung cancer"
1984,"Male",12,83,"Lung cancer"
2019,"Male",6,424,"Lung cancer"
2020,"Male",11,444,"Lung cancer"
2002,"Female",8,264,"Lung cancer"
1991,"Female",12,138,"Lung cancer"
2021,"Male",16,447,"Lung cancer"
2013,"Male",11,362,"Lung cancer"
2009,"Female",12,329,"Lung cancer"
1984,"Male",14,68,"Lung cancer"
2015,"Female",9,390,"Lung cancer"
2017,"Female",18,410,"Lung cancer"
2020,"Male",13,433,"Lung cancer"
1984,"Male",15,78,"Lung cancer"
2002,"Female",11,245,"Lung cancer"
2020,"Male",14,429,"Lung cancer"
1993,"Male",7,163,"Lung cancer"
1984,"Male",16,65,"Lung cancer"
2020,"Male",15,426,"Lung cancer"
1993,"Male",8,161,"Lung cancer"
1985,"Female",12,82,"Lung cancer"
2012,"Male",10,357,"Lung cancer"
2020,"Male",16,432,"Lung cancer"
2011,"Male",6,339,"Lung cancer"
2006,"Male",15,297,"Lung cancer"
2012,"Male",11,351,"Lung cancer"
2002,"Female",14,260,"Lung cancer"
1990,"Female",12,139,"Lung cancer"
2012,"Male",12,356,"Lung cancer"
2017,"Male",5,396,"Lung cancer"
2000,"Male",18,239,"Lung cancer"
2002,"Female",15,263,"Lung cancer"
2006,"Male",17,304,"Lung cancer"
2007,"Female",9,301,"Lung cancer"
2020,"Female",4,436,"Lung cancer"
2008,"Male",4,314,"Lung cancer"
1992,"Male",7,157,"Lung cancer"
1995,"Female",10,184,"Lung cancer"
1999,"Male",14,232,"Lung cancer"
1985,"Female",17,91,"Lung cancer"
1992,"Male",8,148,"Lung cancer"
2002,"Female",18,247,"Lung cancer"
2011,"Male",11,355,"Lung cancer"
1995,"Female",12,187,"Lung cancer"
1992,"Male",9,158,"Lung cancer"
1984,"Female",12,84,"Lung cancer"
2003,"Male",5,270,"Lung cancer"
2018,"Male",14,420,"Lung cancer"
2006,"Female",8,291,"Lung cancer"
2013,"Female",8,363,"Lung cancer"
1983,"Male",17,73,"Lung cancer"
2014,"Female",14,385,"Lung cancer"
2021,"Female",15,444,"Lung cancer"
1996,"Male",11,191,"Lung cancer"
2020,"Female",11,437,"Lung cancer"
1994,"Female",9,173,"Lung cancer"
2021,"Female",16,435,"Lung cancer"
2006,"Female",10,294,"Lung cancer"
2010,"Male",11,345,"Lung cancer"
1992,"Male",13,156,"Lung cancer"
1988,"Female",8,115,"Lung cancer"
2011,"Male",16,347,"Lung cancer"
2010,"Male",12,338,"Lung cancer"
1999,"Female",8,233,"Lung cancer"
2013,"Female",12,371,"Lung cancer"
2006,"Female",12,291,"Lung cancer"
2020,"Female",14,434,"Lung cancer"
2016,"Male",10,399,"Lung cancer"
2000,"Male",7,232,"Lung cancer"
2011,"Male",18,340,"Lung cancer"
2020,"Female",15,428,"Lung cancer"
2011,"Female",1,336,"Lung cancer"
2013,"Female",14,363,"Lung cancer"
1997,"Male",11,205,"Lung cancer"
2020,"Female",16,441,"Lung cancer"
2006,"Male",7,299,"Lung cancer"
1988,"Female",13,119,"Lung cancer"
2010,"Male",16,343,"Lung cancer"
1996,"Male",7,185,"Lung cancer"
2018,"Female",8,413,"Lung cancer"
1988,"Female",14,106,"Lung cancer"
1996,"Male",8,200,"Lung cancer"
2018,"Female",9,420,"Lung cancer"
2015,"Male",9,385,"Lung cancer"
1988,"Female",15,105,"Lung cancer"
1999,"Female",14,221,"Lung cancer"
2004,"Female",9,274,"Lung cancer"
2008,"Male",9,321,"Lung cancer"
1988,"Female",16,114,"Lung cancer"
1999,"Female",15,232,"Lung cancer"
1982,"Female",7,64,"Lung cancer"
2018,"Female",11,409,"Lung cancer"
1985,"Male",12,92,"Lung cancer"
2000,"Male",13,241,"Lung cancer"
1993,"Female",15,167,"Lung cancer"
2017,"Female",9,414,"Lung cancer"
2021,"Male",8,443,"Lung cancer"
1996,"Female",10,191,"Lung cancer"
1993,"Female",16,166,"Lung cancer"
2018,"Female",13,407,"Lung cancer"
2014,"Male",8,376,"Lung cancer"
1996,"Male",13,193,"Lung cancer"
2007,"Male",9,298,"Lung cancer"
2003,"Female",6,260,"Lung cancer"
1985,"Male",15,87,"Lung cancer"
1991,"Female",3,141,"Lung cancer"
2007,"Male",10,312,"Lung cancer"
2014,"Male",10,371,"Lung cancer"
2022,"Female",13,445,"Lung cancer"
1995,"Male",10,195,"Lung cancer"
2007,"Male",11,309,"Lung cancer"
1984,"Male",9,83,"Lung cancer"
2000,"Male",8,231,"Lung cancer"
2002,"Male",17,258,"Lung cancer"
1994,"Male",6,174,"Lung cancer"
2018,"Male",11,424,"Lung cancer"
1993,"Male",12,155,"Lung cancer"
1996,"Male",17,203,"Lung cancer"
1989,"Male",12,130,"Lung cancer"
2021,"Male",14,450,"Lung cancer"
1990,"Male",17,142,"Lung cancer"
1996,"Male",18,190,"Lung cancer"
1989,"Male",13,118,"Lung cancer"
2007,"Male",14,310,"Lung cancer"
2017,"Female",16,407,"Lung cancer"
1985,"Female",7,88,"Lung cancer"
2007,"Male",15,307,"Lung cancer"
2012,"Male",5,352,"Lung cancer"
2017,"Female",17,414,"Lung cancer"
1996,"Female",8,202,"Lung cancer"
2005,"Male",6,295,"Lung cancer"
2012,"Male",6,353,"Lung cancer"
1997,"Female",14,215,"Lung cancer"
2018,"Male",15,413,"Lung cancer"
2015,"Female",10,395,"Lung cancer"
2018,"Male",5,423,"Lung cancer"
2000,"Male",14,243,"Lung cancer"
1998,"Male",12,215,"Lung cancer"
2007,"Male",18,305,"Lung cancer"
1989,"Male",17,129,"Lung cancer"
2022,"Female",11,455,"Lung cancer"
2000,"Male",15,236,"Lung cancer"
2018,"Male",7,406,"Lung cancer"
2000,"Male",16,244,"Lung cancer"
1990,"Female",10,140,"Lung cancer"
2003,"Female",18,275,"Lung cancer"
2011,"Male",7,352,"Lung cancer"
2007,"Female",7,298,"Lung cancer"
2008,"Male",14,320,"Lung cancer"
2006,"Male",16,294,"Lung cancer"
2011,"Male",8,344,"Lung cancer"
2017,"Male",4,398,"Lung cancer"
2018,"Male",10,411,"Lung cancer"
2021,"Female",10,443,"Lung cancer"
2001,"Female",11,247,"Lung cancer"
2004,"Male",18,266,"Lung cancer"
2005,"Female",11,286,"Lung cancer"
1985,"Female",16,82,"Lung cancer"
1989,"Female",9,115,"Lung cancer"
2011,"Male",10,355,"Lung cancer"
2022,"Female",16,460,"Lung cancer"
2014,"Female",11,368,"Lung cancer"
1998,"Male",8,224,"Lung cancer"
2006,"Female",6,301,"Lung cancer"
1993,"Male",14,174,"Lung cancer"
2021,"Female",13,444,"Lung cancer"
2015,"Female",18,394,"Lung cancer"
2011,"Male",12,335,"Lung cancer"
2022,"Female",18,445,"Lung cancer"
2021,"Female",14,453,"Lung cancer"
2015,"Male",11,376,"Lung cancer"
1996,"Male",10,204,"Lung cancer"
2001,"Male",16,240,"Lung cancer"
2003,"Male",17,270,"Lung cancer"
2015,"Male",12,388,"Lung cancer"
2016,"Male",7,385,"Lung cancer"
2012,"Male",18,365,"Lung cancer"
1988,"Female",18,119,"Lung cancer"
2019,"Female",6,425,"Lung cancer"
1994,"Female",10,174,"Lung cancer"
1997,"Male",7,203,"Lung cancer"
2001,"Female",18,249,"Lung cancer"
1987,"Male",15,107,"Lung cancer"
1983,"Female",8,63,"Lung cancer"
2014,"Female",17,373,"Lung cancer"
1982,"Male",13,63,"Lung cancer"
2011,"Male",17,337,"Lung cancer"
1983,"Female",10,63,"Lung cancer"
2015,"Female",13,383,"Lung cancer"
1986,"Female",10,87,"Lung cancer"
2016,"Male",11,393,"Lung cancer"
1989,"Female",18,127,"Lung cancer"
1991,"Male",10,149,"Lung cancer"
